City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
363,Sivaki,RU,52.63,126.75,25.92,97,100,4.32,overcast clouds
364,Spanish Fork,US,40.12,-111.65,66.0,49,1,5.82,clear sky
365,San Luis,AR,-33.3,-66.34,74.64,21,33,4.21,scattered clouds
366,Guerrero Negro,MX,27.98,-114.06,81.81,24,10,7.63,clear sky
367,Grand Island,US,40.92,-98.34,68.0,30,1,5.82,clear sky
368,San-Pedro,CI,4.75,-6.64,77.88,89,55,6.26,broken clouds
369,La Ronge,CA,55.1,-105.28,24.8,73,100,17.22,overcast clouds
370,Te Anau,NZ,-45.42,167.72,53.49,93,100,0.16,moderate rain
371,Kolda,SN,12.88,-14.95,82.78,34,74,3.0,broken clouds
372,Hambantota,LK,6.12,81.12,79.09,80,100,9.84,overcast clouds
373,Rincon,US,32.3,-81.24,75.2,44,1,10.29,clear sky
374,Calbiga,PH,11.62,125.02,75.09,91,100,4.27,overcast clouds
375,Amga,RU,60.9,131.96,-1.91,91,95,2.1,overcast clouds
376,Galveston,US,29.37,-94.97,66.99,59,1,4.7,clear sky
377,Halifax,CA,44.65,-63.57,37.99,51,90,13.87,light rain
378,Inhambane,MZ,-23.86,35.38,75.2,83,40,5.82,scattered clouds
379,Bad Langensalza,DE,51.1,10.65,55.4,82,75,18.34,broken clouds
380,Turinsk,RU,58.05,63.7,29.93,97,70,7.83,broken clouds
381,Carutapera,BR,-1.2,-46.02,83.05,68,98,8.03,overcast clouds
382,Shellbrook,CA,53.22,-106.4,28.4,86,90,24.16,overcast clouds
383,Prince Rupert,CA,54.32,-130.32,46.4,70,1,0.85,clear sky
384,Brunswick,US,41.24,-81.84,42.01,60,90,18.34,overcast clouds
385,Saint-Pierre,RE,-21.34,55.48,64.4,82,0,12.75,light rain
386,Aswan,EG,24.09,32.91,80.87,25,0,7.7,clear sky
387,Kavaratti,IN,10.57,72.64,82.15,76,80,9.91,broken clouds
388,Bosaso,SO,11.28,49.18,81.39,71,78,3.91,broken clouds
389,Hasaki,JP,35.73,140.83,41.0,86,0,3.36,clear sky
390,Naze,JP,28.37,129.48,71.6,68,20,19.46,few clouds
391,Molo,KE,-0.25,35.74,53.01,90,95,5.19,overcast clouds
392,Monte Patria,CL,-30.69,-70.95,82.17,24,0,9.35,clear sky
393,Lagoa,PT,39.05,-27.98,68.88,90,100,25.52,light rain
394,Ketchikan,US,55.34,-131.65,46.4,75,40,3.36,scattered clouds
395,Orocue,CO,4.79,-71.34,91.4,56,8,7.36,clear sky
396,Longyearbyen,SJ,78.22,15.64,17.6,72,0,4.7,clear sky
397,Mankapur,IN,27.03,82.23,71.67,47,0,6.2,clear sky
398,Bardiyah,LY,31.76,25.09,68.38,71,22,9.42,few clouds
399,Sept-Iles,CA,50.2,-66.38,36.0,47,66,10.29,broken clouds
400,Crib Point,AU,-38.35,145.2,55.99,95,17,11.18,few clouds
401,Minab,IR,27.15,57.08,69.8,68,0,9.17,clear sky
402,Wanning,CN,18.8,110.4,75.94,88,74,14.38,broken clouds
403,Resavica,RS,44.04,21.58,46.99,7,97,1.99,overcast clouds
404,Sulangan,PH,11.14,123.72,83.61,78,100,18.72,overcast clouds
405,Healesville,AU,-37.65,145.52,55.99,99,95,1.83,overcast clouds
406,Kayerkan,RU,69.35,87.76,12.2,78,100,24.61,overcast clouds
407,Cherskiy,RU,68.75,161.3,4.82,91,100,5.26,overcast clouds
408,Bereda,ES,43.27,-7.54,50.0,98,0,5.01,clear sky
409,Ust-Tsilma,RU,65.44,52.15,41.11,87,100,7.23,light rain
410,Yanam,IN,16.73,82.22,73.08,72,96,1.9,overcast clouds
411,Tucuma,BR,-0.18,-50.05,85.53,61,3,11.41,clear sky
412,Shar,KZ,49.59,81.05,37.18,78,100,3.4,overcast clouds
413,Novoagansk,RU,61.94,76.66,32.74,97,100,7.76,overcast clouds
414,Elko,US,41.0,-115.5,66.0,22,1,4.7,clear sky
415,Grao Mogol,BR,-16.56,-42.89,74.17,87,100,3.8,moderate rain
416,Yerbogachen,RU,61.28,108.01,11.77,95,100,6.67,light snow
417,Hibbing,US,47.43,-92.94,37.4,69,90,9.17,overcast clouds
418,Aykhal,RU,66.0,111.5,-7.24,89,3,3.31,clear sky
419,Samarai,PG,-10.62,150.67,79.97,82,92,7.99,light rain
420,Whitianga,NZ,-36.83,175.7,66.99,87,100,5.99,overcast clouds
421,Butwal,NP,27.7,83.45,70.79,46,0,5.03,clear sky
422,Leshukonskoye,RU,64.9,45.76,34.39,91,91,7.16,overcast clouds
423,Big Rapids,US,43.7,-85.48,37.4,51,90,5.82,overcast clouds
424,Sovetskiy,RU,61.36,63.58,32.43,97,92,8.39,overcast clouds
425,Soe,ID,-9.86,124.28,66.74,89,59,2.24,broken clouds
426,Kavieng,PG,-2.57,150.8,81.59,77,92,7.9,moderate rain
427,Mayo,US,38.89,-76.51,52.0,76,90,13.87,overcast clouds
428,Doembang Nangbuat,TH,14.83,100.1,80.01,91,99,3.11,light rain
429,Cockburn Town,TC,21.46,-71.14,86.0,70,75,13.87,broken clouds
430,Tabas,IR,33.6,56.92,60.8,23,0,4.7,clear sky
431,Bankura,IN,23.25,87.07,74.43,58,42,8.61,scattered clouds
432,Ossora,RU,59.24,163.07,30.4,92,0,1.39,clear sky
433,Karatuzskoye,RU,53.61,92.87,31.48,98,100,15.46,overcast clouds
434,Osterburg,DE,52.78,11.77,57.99,87,100,4.0,light rain
435,Uruguaiana,BR,-29.75,-57.09,71.6,35,75,11.41,light rain
436,Gat,IL,31.61,34.76,75.99,100,73,4.9,broken clouds
437,Ahuimanu,US,21.44,-157.84,84.2,48,40,3.36,scattered clouds
438,San Quintin,MX,30.48,-115.95,74.48,39,100,9.35,overcast clouds
439,Quatre Cocos,MU,-20.21,57.76,68.0,64,40,11.41,scattered clouds
440,Havelock,US,34.88,-76.9,66.99,52,75,24.16,broken clouds
441,General Pico,AR,-35.66,-63.76,71.62,28,0,9.62,clear sky
442,Gawler,AU,-34.6,138.73,57.0,75,48,1.99,scattered clouds
443,Pacific Grove,US,36.62,-121.92,71.01,67,1,4.7,clear sky
444,Luau,AO,-10.71,22.22,67.05,87,99,0.89,overcast clouds
445,Ullapool,GB,57.9,-5.16,46.99,70,0,5.01,clear sky
446,Katsuura,JP,35.13,140.3,55.4,50,0,13.87,clear sky
447,Ampanihy,MG,-24.7,44.75,75.61,43,0,9.71,clear sky
448,Ponta Delgada,PT,37.73,-25.67,69.8,88,75,17.22,broken clouds
449,Liku,ID,-0.73,119.89,74.62,78,79,2.44,broken clouds
450,Monticello,US,45.31,-93.79,44.01,45,40,8.79,scattered clouds
451,Qeshm,IR,26.96,56.27,71.6,68,0,9.17,clear sky
452,Rio Branco Do Sul,BR,-25.19,-49.31,53.6,93,90,17.22,overcast clouds
453,Wenatchee,US,47.42,-120.31,62.01,38,1,27.51,clear sky
454,Vangaindrano,MG,-23.35,47.6,67.66,80,65,5.86,light rain
455,Kununurra,AU,-15.77,128.73,80.6,83,80,9.17,broken clouds
456,Catalao,BR,-18.17,-47.95,79.38,73,80,3.94,light rain
457,Oistins,BB,13.07,-59.53,82.4,78,40,18.34,scattered clouds
458,Muros,ES,42.78,-9.06,62.01,83,39,10.0,scattered clouds
459,Dano,BF,11.15,-3.07,84.49,26,0,5.91,clear sky
460,Sigli,ID,5.38,95.96,78.84,75,69,4.0,broken clouds
461,Campbell River,CA,50.02,-125.24,53.6,54,40,14.99,scattered clouds
462,Najran,SA,17.49,44.13,68.0,34,0,0.18,clear sky
463,Whitehorse,CA,60.72,-135.05,27.0,86,75,4.7,broken clouds
464,Chernyanka,RU,50.94,37.81,48.69,96,100,6.06,overcast clouds
465,Mutoko,ZW,-17.4,32.23,73.15,39,0,9.19,clear sky
466,Half Moon Bay,US,37.46,-122.43,70.0,63,5,3.36,clear sky
467,Ouahigouya,BF,13.58,-2.42,85.91,17,0,6.35,clear sky
468,Anito,PH,12.45,125.29,80.37,82,100,11.23,overcast clouds
469,Aktau,KZ,43.65,51.2,44.6,42,0,11.18,clear sky
470,Egvekinot,RU,66.32,-179.17,12.96,84,47,8.28,scattered clouds
471,Jardim,BR,-21.48,-56.14,82.71,53,28,9.93,scattered clouds
472,Posse,BR,-14.09,-46.37,79.52,66,99,4.97,light rain
473,Axim,GH,4.87,-2.24,78.69,84,91,4.21,overcast clouds
474,Nagato,JP,34.38,131.2,57.2,47,20,18.34,few clouds
475,Batagay,RU,67.63,134.63,-3.59,91,100,2.42,overcast clouds
476,Tarpon Springs,US,28.15,-82.76,75.0,52,0,8.05,clear sky
477,Vilyuysk,RU,63.76,121.62,-12.77,89,32,1.95,scattered clouds
478,Puerto Escondido,MX,15.85,-97.07,86.0,66,75,3.36,broken clouds
479,San Jose,US,37.34,-121.89,73.0,49,90,4.7,haze
480,Kedrovyy,RU,56.17,91.82,28.4,86,75,8.95,light shower snow
481,San Rafael Del Sur,NI,11.85,-86.44,91.4,55,20,4.59,few clouds
482,Nenjiang,CN,49.18,125.22,33.44,86,100,9.01,overcast clouds
483,Monrovia,LR,6.3,-10.8,80.6,83,75,4.7,broken clouds
484,Sanming,CN,26.25,117.62,59.18,84,17,2.44,few clouds
485,Port Macquarie,AU,-31.43,152.92,64.99,99,46,11.65,scattered clouds
486,Moyale,KE,3.52,39.06,68.32,81,100,4.47,overcast clouds
487,Besikduzu,TR,41.05,39.23,66.2,72,75,4.7,broken clouds
488,Vanimo,PG,-2.67,141.3,78.26,77,100,5.84,light rain
489,Pali,IN,25.77,73.33,72.72,21,0,7.99,clear sky
490,Kaya,BF,13.09,-1.08,86.23,20,0,6.38,clear sky
491,Grand Gaube,MU,-20.01,57.66,66.99,61,0,11.99,clear sky
492,Moerai,PF,-22.43,-151.33,70.61,88,100,20.87,overcast clouds
493,Pathri,IN,19.25,76.45,70.66,71,5,1.25,clear sky
494,Port Hedland,AU,-20.32,118.57,73.4,60,6,4.7,clear sky
495,Strezhevoy,RU,60.73,77.59,33.8,100,90,6.71,light intensity drizzle
496,Cartagena Del Chaira,CO,1.33,-74.84,93.07,50,63,1.7,broken clouds
497,Meadow Lake,US,34.8,-106.54,63.0,41,20,8.05,few clouds
498,Ariquemes,BR,-9.91,-63.04,88.83,54,69,5.46,broken clouds
499,Tilichiki,RU,60.47,166.1,27.45,99,89,2.8,overcast clouds
500,Sao Joao Dos Patos,BR,-6.5,-43.7,93.06,34,55,2.86,broken clouds
501,Seredka,RU,58.16,28.19,46.4,93,75,4.47,broken clouds
502,Matadi,CD,-5.82,13.45,79.25,78,98,5.08,overcast clouds
503,Tancanhuitz,MX,21.6,-98.97,70.39,54,2,4.65,clear sky
504,Valparaiso,CL,-33.04,-71.63,59.0,76,20,6.93,few clouds
505,Buraydah,SA,26.33,43.98,69.8,26,0,8.75,clear sky
506,Abdanan,IR,32.99,47.42,56.34,38,0,2.95,clear sky
507,Shenzhen,CN,22.55,114.07,75.0,92,50,4.38,scattered clouds
508,Tanout,NE,14.97,8.89,83.23,15,0,10.69,clear sky
509,Maniitsoq,GL,65.42,-52.9,23.23,87,94,5.75,overcast clouds
510,Sawtell,AU,-30.38,153.1,68.0,88,38,5.82,scattered clouds
511,Kihei,US,20.79,-156.47,78.8,74,40,14.99,scattered clouds
512,Bone,DE,51.97,12.14,57.0,94,100,1.99,light rain
513,Zhigansk,RU,66.77,123.37,-15.54,89,36,1.34,scattered clouds
514,Kaeo,NZ,-35.1,173.78,66.0,93,53,10.0,broken clouds
515,Iskateley,RU,67.68,53.15,31.46,98,58,11.05,broken clouds
516,Tabou,CI,4.42,-7.35,78.01,90,90,7.31,overcast clouds
517,Honiara,SB,-9.43,159.95,73.4,100,40,3.36,scattered clouds
518,Breaza,RO,45.18,25.67,46.0,83,31,5.97,scattered clouds
519,Luxor,EG,25.7,32.64,82.4,34,0,2.68,clear sky
520,Byron Bay,AU,-28.65,153.62,73.4,78,76,9.17,broken clouds
521,Kedougou,SN,12.56,-12.17,80.78,28,0,2.73,clear sky
522,Paamiut,GL,61.99,-49.67,26.64,83,89,11.27,overcast clouds
523,Pochutla,MX,15.74,-96.47,86.0,70,40,8.05,scattered clouds
524,Ardesen,TR,41.19,40.99,60.8,82,20,8.05,few clouds
525,Karratha,AU,-20.74,116.85,72.86,67,0,5.28,clear sky
526,Ust-Nera,RU,64.57,143.2,-6.39,83,90,0.87,overcast clouds
527,Myaundzha,RU,63.05,147.19,8.38,93,100,2.59,light snow
528,Saquena,PE,-4.67,-73.52,75.7,96,100,5.93,moderate rain
529,Herat,AF,34.5,62.0,38.05,65,0,2.1,clear sky
530,Durango,MX,24.83,-104.83,69.33,27,13,7.16,few clouds
531,Riverton,US,40.52,-111.94,64.99,36,1,10.29,clear sky
532,Ambulu,ID,-8.35,113.61,76.21,90,91,1.95,light rain
533,Havoysund,NO,71.0,24.66,35.6,64,75,8.05,broken clouds
534,Mimongo,GA,-1.62,11.61,70.57,95,90,1.63,overcast clouds
535,Lubao,PH,14.92,120.55,77.0,88,40,4.7,scattered clouds
536,Qingdao,CN,36.1,120.37,44.6,87,0,2.24,clear sky
537,Qui Nhon,VN,13.77,109.23,77.29,88,7,9.4,light rain
538,Baglung,NP,28.27,83.59,61.0,30,1,7.25,clear sky
539,Pangnirtung,CA,66.15,-65.71,12.2,66,20,1.88,few clouds
540,Acandi,CO,8.51,-77.28,82.44,82,99,3.78,moderate rain
541,Yasothon,TH,15.75,104.13,72.99,92,0,10.02,clear sky
542,Mogadishu,SO,2.04,45.34,80.01,80,12,13.89,light rain
543,Lumsden,CA,50.65,-104.87,43.0,81,90,28.86,overcast clouds
544,Kot Addu,PK,30.47,70.97,64.4,82,0,4.85,mist
545,Sambava,MG,-14.27,50.17,71.73,79,14,13.82,few clouds
546,Kudat,MY,6.88,116.85,75.2,100,20,4.7,moderate rain
547,Hami,CN,42.8,93.45,31.96,79,0,1.39,clear sky
548,Itupiranga,BR,-5.13,-49.33,84.2,79,100,3.36,overcast clouds
549,Hervey Bay,AU,-25.3,152.85,75.0,79,1,5.99,clear sky
550,Yanacancha,PE,-10.24,-76.65,75.2,57,90,17.22,moderate rain
551,Stolin,BY,51.89,26.85,43.39,89,42,5.73,scattered clouds
552,Kirkwood,US,38.58,-90.41,55.99,43,1,0.94,clear sky
553,Mineral Wells,US,32.81,-98.11,68.0,34,1,4.7,clear sky
554,Avera,US,33.19,-82.53,71.6,46,1,9.17,clear sky
555,Marsabit,KE,2.33,37.99,68.81,75,96,17.31,overcast clouds
556,Toora-Khem,RU,52.47,96.11,22.95,90,100,3.15,overcast clouds
557,Mayskiy,RU,47.69,40.1,57.2,87,40,4.47,scattered clouds
558,Mercedes,AR,-34.65,-59.43,69.01,32,97,1.99,overcast clouds
559,Pallasovka,RU,50.05,46.88,50.0,48,100,9.51,overcast clouds
560,Hadrut,AZ,39.52,47.03,67.5,34,2,4.34,clear sky
561,Yantal,RU,56.85,105.25,20.23,92,100,3.02,overcast clouds
562,Prainha,BR,-1.8,-53.48,93.69,40,62,5.86,light rain
